"Table Name","Shortened table name","Column Name","Column Description"
"mtech-daas-unified-data.transaction.com_traffic_txn_day_fact","com_traffic_txn_day_fact","greg_dt","Transaction Date - Date on which a COM transaction is made"
"mtech-daas-unified-data.transaction.com_traffic_txn_day_fact","com_traffic_txn_day_fact","dmd_traffic","Demand Traffic - Current year COM Traffic for <customer>'s & BLM , based on unique session id's. No traffic for Big Ticket/Furniture gallery stores."
"mtech-daas-unified-data.transaction.com_traffic_txn_day_fact","com_traffic_txn_day_fact","dmd_traffic_ly","Demand Traffic for Previous Year - Previous year COM Traffic for <customer>'s & BLM , based on unique session id's. No traffic for Big Ticket/Furniture gallery stores."
"mtech-daas-unified-data.transaction.com_traffic_txn_day_fact","com_traffic_txn_day_fact","dmd_txn","Demand Transaction - Current year COM Transactions for <customer>'s & BLM , based on unique reservation numbers. This contains Small ticket and big ticket transactions. ESEND transactions are excluded from COM transactions."
"mtech-daas-unified-data.transaction.com_traffic_txn_day_fact","com_traffic_txn_day_fact","dmd_txn_ly","Demand Transaction for Previous Year - Previous year COM Transactions for <customer>'s & BLM , based on unique reservation numbers. This contains Small ticket and big ticket transactions. ESEND transactions are excluded from COM transactions."
"mtech-daas-unified-data.transaction.com_traffic_txn_day_fact","com_traffic_txn_day_fact","dmd_traffic_pln_olm","Demand Traffic Plans for Owned, Leased and Marketplace - Plan for COM traffic. 
<customer>'s plans daily COM traffic.
Bloomingdale's COM traffic plans equals  its equivalent  forecasted amount."
"mtech-daas-unified-data.transaction.com_traffic_txn_day_fact","com_traffic_txn_day_fact","dmd_txn_pln_olm","Demand Transaction Plans for Owned, Leased and Marketplace - Plan  for COM transaction.This is inclusive of Big Ticket.
<customer>'s plans COM transactions daily.
Bloomingdale's COM transactions plans equals its equivalent forecasted amount."
"mtech-daas-unified-data.transaction.com_traffic_txn_day_fact","com_traffic_txn_day_fact","dmd_txn_pln_bt","Demand Transaction Plan for Big Ticket - Plan for COM Big ticket (BT) transactions .
<customer>'s plans COM Big ticket transactions  daily.
Bloomingdale's do not plan COM Big ticket transactions."
"mtech-daas-unified-data.transaction.com_traffic_txn_day_fact","com_traffic_txn_day_fact","dmd_traffic_rof_olm","Demand Traffic Forecast for Owned, Leased and Marketplace - Forecast for COM traffic."
"mtech-daas-unified-data.transaction.com_traffic_txn_day_fact","com_traffic_txn_day_fact","dmd_txn_rof_olm","Demand Transaction Forecast for Owned, Leased and Marketplace - Forecast forCOM transaction.This is inclusive of Big Ticket."
"mtech-daas-unified-data.transaction.com_traffic_txn_day_fact","com_traffic_txn_day_fact","dmd_txn_rof_bt","Demand Transaction Forecast for Big Ticket - Forecast for COM Big ticket (BT)
MCY forecast  COM transaction for Big Ticket
BLM do not have  COM transaction forecast for Big ticket."
"mtech-daas-unified-data.transaction.com_traffic_txn_day_fact","com_traffic_txn_day_fact","divn_nbr","Division Number - Operating division number"
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","stt_rgstr_loc_dim_id","A dimension of STT, Register number, and LOC_DIM_ID : A dimension assigned to provide part of a unique key, used to later join various detailed sales tables. The STT_REG_LOC_DIM_ID represents the ringing/ Fulfillment  location for a dot com sale, and represents the physical location for a store ('bricks') sale transaction..The intersection where product on the salescheck was fulfilled - 1) STT-Store Terminal Transaction ID. Store transaction has a DSTT number  2) For .com transaction, a DSTT(Date Store Terminal Transaction ID) gets assigned randomly by the system  to identify the transaction."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","greg_dt","Gregorian Date : The date the transaction was billed to the customer.The format for date selection is 'yyyy-mm-dd'."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","rgstr_nbr","Register Number : A number assigned either to a point-of-sale (POS) physical terminal id on the selling floor, or to a Back Office reserved id, to indicate where this transaction originated in this division, location, register number, and day.Register numbers may be duplicated between locations and divisions."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","txn_nbr","Transaction Number : A unique number assigned to this transaction from this POS or back office reserved id, on this day in this division, location, register number , transaction number, and day . Transaction number is a unique system generated random number that is created for each transaction(transaction  example:Return/Cancel/Book/Ship)"
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","prod_dim_id","Product Dimension Identification number : The PROD_DIM_ID is an 18 digit number created from the timestamp when the PROD_DIM row was created; it uniquely identifies each product in each division of the company. Multiple SKU_UPC_NBR's can and do exist for a single Dept/Vendor/Mkst/Color/Size. Therefore, PROD_DIM_ID must be added to ensure that duplicates will not occur."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","stt_divn_nbr","Division Number : The operating division / company for this transaction."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","stt_zl_str_nbr","Store number where transaction happens or the sales was rung : (1) For <customer>'s most online transactions go to ringing location 222 ,  but Market Place goes to ringing location 130 (2) For Bloomingdales, most online transaction go to ringing location 93, but Market Place goes to ringing location 130  (3) For RDS (big ticket) transactions processed on line go directly to location 129 in both operating divisions."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","stt_crdt_zl_str_nbr","Central ring store number : The central ring location number; this indicates what location gets the sale/return credit. If this column is zero, the sales credit goes to the store number in the STT_ZL_STORE_NBR field.  (1) For <customer>'s most online transactions credit goes to 129 ,  but Market Place goes to ringing location 130  (2) For Bloomingdales, most transactions credit goes to 129 , but Market Place goes to ringing location 130  (3) For RDS (big ticket) transactions processed on line go directly to location 129 in both operating divisions."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","stt_loc_dim_id","A dimension of STT and LOC_DIM_ID : A dimension assigned to provide part of a unique key, used to later join various detailed sales tables. The STT_LOC_DIM_ID represents the Central Ring location for a dot com sale, and represents the physical location for a store ('bricks') sale transaction.  (1) The location dimension for MCOM is 930 vs BCOM location is 977  (2) The location dimension for <customer>'s Marketplace is11142  vs Bloomingdales Marketplace is11144"
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","loc_dim_id","Location Dimension Identifier : A dimension assigned to provide location dimension id."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","divn_nbr","Division Number : The operating division / company for this transaction."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","zl_str_nbr","Legacy Store Number : The 'ZL' fields were used for user facing screens and reports"
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","crdt_zl_str_nbr","Legacy Central ring store number : The 'ZL' fields were used for user facing screens and reports"
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","dept_nbr","Department Number where a product belongs : The department number for this UPC at the time of the sale transaction."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","sls_merch_amt","Sales Merchandise Amount : The extended (quantity x price) line item sold amount before point-of-sale discounts are applied, except for dotcom / RDS items that are net."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","sls_merch_disc","Sales Merchandise Discount : The amount of point-of-sale discounts applied to this item on this transaction on this day  at this location."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","sls_assoc_disc","Sales Associate Discount : The amount of colleague / associate discounts applied to this item in the Back Office"
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","sls_bomd_loyal_disc","Sales Back Office Markdown Loyalty Discount : The amount of Back Office Markdown Loyalty Discounts as calculated by the back office systems, in dollars and cents, for this transaction."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","sls_sbomd_loyal_disc","Sales Special Back Office Markdown Loyalty Discount : The amount of Special Back Office Markdown Loyalty Discounts as calculated by the back office systems, in dollars and cents, for this transaction."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","sls_adj","Sales Adjustments : The dollar amount of sales adjustments for this transaction."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","sls_unit","Sales Units : Units that are sold for each product on this transaction"
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","rtrn_merch_amt","Return Merchandise Amount : The extended (quantity x price) line item returned amount before point-of-sale discounts are applied, except for dotcom /RDS items that are net"
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","rtrn_merch_disc","Return Merchandise Discount : The original line item discount amount being reversed."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","rtrn_assoc_disc","Return Associate Discount : The amount of colleague / associate discounts applied to this returned item in the Back Office tied to an original sale"
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","rtrn_bomd_loyal_disc","Return Back Office Markdown Loyalty Discount : Calculated by the back office systems, in dollars and cents, for thistransaction tied to an original sale. New charge accounts are a source of this discount."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","rtrn_sbomd_loyal_disc","Return Special Back Office Markdown Loyalty Discount : The return adjustment dollars tied to an original sale."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","rtrn_adj","Return Adjustment : The return adjustment dollars tied to an original sale."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","rtrn_unit","Return Units : The returned units tied to the original sale"
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","item_last_cost","Item Last Cost : The item's most recent cost. Represented in dollars/cents."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","last_upd_nbr","Last Update number : The last date / time a row was updated.The value is zero unless the row was updated."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","rgstr_id","Register ID : A value applied to a sales transaction to indicate it's origin. 
Common values include:
 FF = FedFIL transactions will no longer use this code if processed through the central server.
AL=Aloha Restaurant
FB=Back Office Markdown
RD=RDS Transactions
ZM=Zoom Kiosks
SP=SmartPOS
FA=Full Screen
LY=My <customer>s Loyalty Rewards Markdowns
FP= Pre-Sell
MR=Micros Restaurant
BR=Bridal Automated Markdowns"
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","ocd_cd","Omni Channel Dimension Code : A number initially assigned to each item sold to identify how the customer purchased merchandise and how the merchandise was fulfilled."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","congry_val","Congruency Value"
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","prc_loc_nbr","Price Location Number : The division or the pricing region assigned to this row."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","tkt_rtl","Ticket Retail/Current ticket price : Value of Merchandise that <customer>'s Inc. currently sells a product. It is the price that a customer will pay for a product at the door when it is not on sale."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","own_rtl","Owned Retail : Value of Merchandise that <customer>'s Inc. currently own a product from accounting perspective."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","zl_stat_nbr","Price Status : The markdown status from the Item or Basic Record."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","fil_prc_loc_nbr","Fulfillment Price Location Number : The division or the pricing region assigned to this row."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","fil_zl_stat_nbr",""
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","ocd_loc_typ","Attribute Abbreviation for selling location : The abbreviation of the attribute type description of the attribute type number."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","fil_ocd_loc_typ","Attribute Abbreviation for Fulfillment location : The abbreviation of the attribute type description of the attribute type number."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","rplnsh_flg","Replenishment Flag : A lookup flag that indicates if a product needs to be stocked up/reordered by location during any transaction event."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","rplnsh_rplcmnt_sku_flg","Replenishment Replacement SKU Flag"
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","rplnsh_flg_src",""
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","fil_rplnsh_flg","FIL Replenishment Flag"
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","fil_rplnsh_rplcmnt_sku_flg","FIL Replenishment Replacement SKU Flag"
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","fil_rplnsh_flg_src","FIL Replenishment Flag Source"
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","ocd_err_cd",""
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","awc","Average Weighted Cost : Average Weighted Cost is the style level cost tracked over time, which updates as the cost increases/decreases due to negotiated discounts or price increases AWC cannot be reduced with Markdown."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","item_frst_tkt_rtl","First Ticket Retail : Value of the Merchandise that <customer>'s Inc. initially decides to sell a product. It is the manufacturer suggested retail price at which the product is first introduced in the market for selling."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","penny_ind","Penny Indicator : A code that indicates a liquidation (penny) status of products based on the product retail value. Penny merchandise are products that are valued at 2 cents or less."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","penny_flg","Penny Flag : A lookup flag that indicates if a product is valued at a penny or not."
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","gross_sls_amt","Gross Sales Amount : Sales merchandise amount, sales discounts and adjustments, in dollars / cents for this level of transaction. Returns are not used in this calculation"
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","gross_rtrn_amt","Gross Returns Amount : Return merchandise amount,  return discounts and adjustments, in dollars / cents for this level of transaction. Sales are not used in this calculation"
"mtech-daas-unified-data.transaction.sls_prod_loc_day_txn_fact","sls_prod_loc_day_txn_fact","net_sls_amt","Net Sales Amount at Transaction Level : The net of Gross Sales and Gross Returns in dollars."
